ID	Start	End	Text
166-0	6959	6961	Ты
166-1	6962	6971	заговорил
167-0	6975	6982	Радость
167-1	6983	6985	то
167-2	6986	6991	какая
168-0	6994	7000	Почему
168-1	7001	7003	ты
168-2	7004	7006	до
168-3	7007	7010	сих
168-4	7011	7014	пор
168-5	7015	7021	молчал
169-0	7027	7029	До
169-1	7030	7033	сих
169-2	7034	7037	пор
169-3	7038	7041	все
169-4	7042	7046	было
169-5	7047	7048	в
169-6	7049	7056	порядке
170-0	7065	7069	ЖЕНА
170-1	7069	7070	(
170-2	7070	7074	МУЖУ
170-3	7077	7078	Я
170-4	7079	7084	пойду
170-5	7085	7090	помою
170-6	7091	7097	посуду
170-7	7099	7100	а
170-8	7101	7103	ты
170-9	7104	7108	пока
170-10	7109	7116	искупай
170-11	7117	7121	дочь
171-0	7123	7126	МУЖ
171-1	7128	7134	Хорошо
172-0	7136	7142	Спустя
172-1	7143	7152	некоторое
172-2	7153	7158	время
172-3	7159	7161	из
172-4	7162	7168	ванной
172-5	7169	7178	раздаются
172-6	7179	7184	дикие
172-7	7185	7190	вопли
172-8	7191	7196	дочки
173-0	7198	7202	ЖЕНА
173-1	7203	7206	все
173-2	7207	7214	бросает
173-3	7216	7221	бежит
173-4	7222	7223	в
173-5	7224	7230	ванную
173-6	7231	7232	и
173-7	7233	7238	видит
173-8	7239	7244	такую
173-9	7245	7252	картину
173-10	7255	7258	МУЖ
173-11	7259	7261	за
173-12	7262	7268	волосы
173-13	7269	7276	полощет
173-14	7277	7282	дочку
173-15	7283	7284	в
173-16	7285	7291	ванной
173-17	7293	7294	а
173-18	7295	7297	та
173-19	7298	7305	истошно
173-20	7306	7310	орет
174-0	7312	7316	ЖЕНА
174-1	7318	7321	Что
174-2	7322	7324	ты
174-3	7326	7332	изверг
174-4	7334	7341	делаешь
175-0	7344	7349	Зачем
175-1	7350	7352	же
175-2	7353	7355	за
175-3	7356	7362	волосы
176-0	7364	7367	МУЖ
176-1	7369	7371	Да
177-0	7374	7375	А
177-1	7376	7378	ты
177-2	7379	7383	сама
177-3	7384	7391	поробуй
177-4	7392	7393	в
177-5	7394	7399	таком
177-6	7400	7407	кипятке
178-0	7411	7412	В
178-1	7413	7419	Одессе
178-2	7420	7421	у
178-3	7422	7429	привоза
178-4	7430	7434	один
178-5	7435	7440	чудак
178-6	7441	7449	нанимает
178-7	7450	7459	извозчика
178-8	7462	7471	торопится
178-9	7472	7474	на
178-10	7475	7480	поезд
179-0	7482	7487	Никто
179-1	7488	7490	не
179-2	7491	7496	хочет
179-3	7497	7502	ехать
179-4	7504	7505	а
179-5	7506	7510	один
179-6	7511	7521	согласился
180-0	7525	7531	Только
180-1	7532	7544	предупреждаю
180-2	7546	7553	говорит
181-0	7557	7566	Лошаденка
181-1	7567	7568	у
181-2	7569	7573	меня
181-3	7574	7586	хреновенькая
181-4	7588	7592	надо
181-5	7593	7598	будет
181-6	7599	7610	подтолкнуть
181-7	7612	7613	а
181-8	7614	7616	то
181-9	7617	7622	вещей
181-10	7623	7628	много
181-11	7631	7632	в
181-12	7633	7637	гору
181-13	7638	7640	не
181-14	7641	7648	потянет
182-0	7652	7654	Hу
182-1	7656	7659	что
182-2	7660	7661	ж
182-3	7662	7668	делать
183-0	7670	7679	Подтолкну
183-1	7681	7688	говорит
183-2	7689	7694	чудак
184-0	7697	7699	Уж
184-1	7700	7706	больно
184-2	7707	7709	на
184-3	7710	7715	поезд
184-4	7716	7725	торопится
185-0	7728	7734	Вобщем
185-1	7735	7742	поехали
186-0	7744	7750	Только
186-1	7751	7759	отъехали
186-2	7761	7769	извозчик
186-3	7770	7771	и
186-4	7772	7779	говорит
186-5	7783	7787	Надо
186-6	7788	7790	бы
186-7	7791	7802	подтолкнуть
186-8	7804	7813	лошаденка
186-9	7814	7826	хреновенькая
186-10	7829	7831	не
186-11	7832	7837	тянет
187-0	7839	7844	Чудак
187-1	7845	7850	вылез
187-2	7853	7863	подтолкнул
188-0	7865	7871	Только
188-1	7872	7879	обратно
188-2	7880	7883	сел
188-3	7885	7891	дорога
188-4	7892	7896	вниз
188-5	7897	7902	пошла
189-0	7906	7907	Я
189-1	7908	7910	же
189-2	7911	7923	предупреждал
189-3	7925	7932	говорит
189-4	7933	7941	извозчик
190-0	7945	7954	Лошаденка
190-1	7955	7967	хреновенькая
190-2	7969	7970	а
190-3	7971	7977	дорога
190-4	7978	7981	вон
190-5	7982	7985	как
190-6	7986	7989	под
190-7	7990	7994	гору
190-8	7995	8000	пошла
191-0	8002	8009	Нахрена
191-1	8010	8013	Вам
191-2	8014	8015	в
191-3	8016	8023	молодые
191-4	8024	8028	годы
191-5	8029	8036	дембель
191-6	8037	8042	иметь
192-0	8044	8048	Надо
192-1	8049	8059	придержать
193-0	8061	8063	Hу
193-1	8065	8068	что
193-2	8069	8070	ж
193-3	8071	8077	делать
194-0	8079	8084	Вылез
194-1	8086	8095	придержал
195-0	8097	8098	И
195-1	8099	8102	так
195-2	8103	8106	всю
195-3	8107	8113	дорогу
196-0	8115	8116	А
196-1	8117	8123	дорога
196-2	8124	8126	от
196-3	8127	8134	привоза
196-4	8135	8137	до
196-5	8138	8145	вокзала
196-6	8146	8150	сами
196-7	8151	8157	знаете
196-8	8158	8163	какая
196-9	8165	8167	то
196-10	8168	8169	в
196-11	8170	8175	горку
196-12	8177	8179	то
196-13	8180	8183	под
196-14	8184	8189	горку
197-0	8191	8197	Вобщем
197-1	8199	8208	намучался
197-2	8209	8214	чудак
198-0	8216	8218	Hу
198-1	8220	8227	доехали
198-2	8228	8230	до
198-3	8231	8238	вокзала
198-4	8240	8246	успели
198-5	8247	8249	на
198-6	8250	8255	поезд
199-0	8258	8263	Чудак
199-1	8264	8278	расплачивается
199-2	8279	8280	и
199-3	8281	8288	говорит
199-4	8289	8298	извозчику
199-5	8302	8305	Вот
199-6	8307	8314	держите
199-7	8315	8321	деньги
200-0	8323	8325	Да
200-1	8327	8328	я
200-2	8329	8336	понимаю
200-3	8339	8342	Вам
200-4	8343	8347	надо
200-5	8348	8352	было
200-6	8353	8363	заработать
200-7	8365	8367	но
200-8	8368	8375	нахрена
200-9	8376	8378	мы
200-10	8379	8384	брали
200-11	8385	8386	с
200-12	8387	8392	собой
200-13	8393	8396	эту
200-14	8397	8403	лошадь
201-0	8410	8421	Встречаются
201-1	8422	8425	два
201-2	8426	8432	чудака
202-0	8436	8440	Хаим
203-0	8442	8443	Я
203-1	8444	8449	вчера
203-2	8450	8453	так
203-3	8454	8461	смеялся
203-4	8463	8466	так
203-5	8467	8474	смеялся
204-0	8476	8477	Я
204-1	8478	8481	шел
204-2	8482	8489	вечером
204-3	8490	8494	мимо
204-4	8495	8501	твоего
204-5	8502	8506	дома
204-6	8509	8511	ты
204-7	8512	8517	забыл
204-8	8518	8526	завесить
204-9	8527	8536	занавески
204-10	8538	8539	и
204-11	8540	8541	я
204-12	8542	8547	видел
204-13	8548	8551	как
204-14	8552	8554	ты
204-15	8555	8562	гонялся
204-16	8563	8565	за
204-17	8566	8571	своей
204-18	8572	8577	женой
205-0	8579	8581	Вы
205-1	8582	8586	были
205-2	8587	8590	оба
205-3	8591	8596	голые
205-4	8598	8601	она
205-5	8602	8608	бегала
205-6	8609	8611	от
205-7	8612	8616	тебя
205-8	8618	8620	ты
205-9	8621	8626	бегал
205-10	8627	8629	за
205-11	8630	8633	нее
205-12	8636	8637	я
205-13	8638	8641	так
205-14	8642	8649	смеялся
206-0	8653	8655	Ты
206-1	8656	8663	смеялся
207-0	8667	8669	Да
208-0	8673	8675	Ты
208-1	8676	8682	хочешь
208-2	8683	8691	смеяться
208-3	8692	8695	еще
208-4	8696	8702	больше
209-0	8706	8708	Hу
210-0	8712	8715	Так
210-1	8716	8718	то
210-2	8719	8722	был
210-3	8723	8725	не
210-4	8726	8727	я
211-0	8731	8738	Заходит
211-1	8739	8743	один
211-2	8744	8749	чудак
211-3	8750	8751	в
211-4	8752	8760	редакцию
212-0	8762	8770	Принимет
212-1	8771	8774	его
212-2	8775	8783	редактор
212-3	8784	8785	и
212-4	8786	8796	спрашивает
212-5	8800	8804	Hу-с
212-6	8806	8807	с
212-7	8808	8811	чем
212-8	8812	8822	пожаловали
213-0	8826	8828	Вы
213-1	8829	8835	знаете
213-2	8837	8838	я
213-3	8839	8846	молодой
213-4	8847	8857	начинающий
213-5	8858	8862	поэт
214-0	8864	8865	Я
214-1	8866	8873	написал
214-2	8874	8879	поэму
215-0	8881	8884	Вот
215-1	8885	8891	принес
215-2	8892	8906	посоветоваться
216-0	8908	8909	У
216-1	8910	8914	меня
216-2	8915	8918	тут
217-0	8925	8927	Hу
217-1	8929	8936	давайте
217-2	8938	8949	показывайте
217-3	8951	8954	что
217-4	8955	8957	Вы
217-5	8958	8966	принесли
218-0	8968	8975	Молодые
218-1	8976	8982	авторы
218-2	8983	8986	нам
218-3	8987	8990	вот
218-4	8991	8994	как
218-5	8995	9000	нужны
219-0	9002	9008	Всегда
219-1	9009	9016	поможем
220-0	9018	9021	Что
220-1	9022	9023	у
220-2	9024	9027	Вас
220-3	9028	9030	за
220-4	9031	9039	проблемы
221-0	9043	9045	Да
221-1	9047	9053	знаете
222-0	9060	9066	Смелее
222-1	9068	9074	смелее
223-0	9076	9087	Посоветумся
223-1	9089	9098	посмотрим
224-0	9102	9106	Меня
224-1	9108	9114	знаете
224-2	9115	9117	ли
224-3	9118	9126	название
224-4	9127	9136	несколько
224-5	9137	9144	смущает
225-0	9148	9149	А
225-1	9150	9153	как
225-2	9154	9156	Вы
225-3	9157	9164	назвали
225-4	9165	9169	Вашу
225-5	9170	9175	поэму
226-0	9179	9181	Да
226-1	9183	9189	видите
226-2	9190	9192	ли
227-0	9199	9205	Смелее
227-1	9207	9214	молодой
227-2	9215	9222	человек
228-0	9224	9229	Здесь
228-1	9232	9235	все
228-2	9236	9240	свои
229-0	9244	9245	Я
229-1	9246	9248	ее
229-2	9249	9255	назвал
229-3	9258	9260	Эх
230-0	9266	9270	твою
230-1	9271	9275	мать
231-0	9280	9284	М-да
232-0	9288	9289	А
232-1	9290	9293	что
233-0	9295	9298	Это
233-1	9300	9306	знаете
233-2	9307	9309	ли
233-3	9311	9315	даже
233-4	9316	9321	свежо
233-5	9323	9326	так
234-0	9331	9337	Близко
234-1	9338	9339	к
234-2	9340	9346	народу
235-0	9350	9356	Только
235-1	9358	9359	я
235-2	9360	9363	Вам
235-3	9364	9369	скажу
235-4	9371	9373	Вы
235-5	9374	9377	это
235-6	9379	9381	Эх
236-0	9384	9393	выбросьте
236-1	9396	9406	цыганщиной
236-2	9407	9413	отдает
237-0	9417	9424	Ромашка
237-1	9425	9426	и
237-2	9427	9434	василек
237-3	9435	9441	цветут
237-4	9442	9444	на
237-5	9445	9451	лесной
237-6	9452	9458	поляне
238-0	9462	9469	Ромашка
238-1	9471	9473	ты
238-2	9474	9478	меня
238-3	9479	9485	любишь
239-0	9489	9494	Люблю
240-0	9498	9499	А
240-1	9500	9502	ты
240-2	9503	9507	меня
240-3	9508	9514	хочешь
241-0	9518	9522	Хочу
242-0	9526	9532	Скорей
242-1	9533	9535	бы
242-2	9536	9539	эти
242-3	9540	9545	пчелы
242-4	9546	9555	прилетели
243-0	9559	9565	Лекция
243-1	9566	9567	в
243-2	9568	9584	сельхозинституте
244-0	9586	9595	Профессор
244-1	9599	9603	Один
244-2	9604	9612	здоровый
244-3	9613	9616	бык
244-4	9617	9630	производитель
244-5	9631	9637	должен
244-6	9638	9643	иметь
244-7	9644	9645	в
244-8	9646	9650	день
244-9	9651	9653	до
244-10	9654	9664	двенадцати
244-11	9665	9677	совокуплений
245-0	9681	9688	Женский
245-1	9689	9694	голос
245-2	9695	9697	из
245-3	9698	9705	первого
245-4	9706	9710	ряда
245-5	9714	9722	Простите
245-6	9724	9733	профессор
245-7	9735	9742	сколько
246-0	9746	9748	До
246-1	9749	9759	двенадцати
247-0	9763	9772	Повторите
247-1	9774	9784	пожалуйста
247-2	9786	9789	для
247-3	9790	9800	последнего
247-4	9801	9805	ряда
248-0	9807	9814	Мужской
248-1	9815	9820	голос
248-2	9821	9823	из
248-3	9824	9834	последнего
248-4	9835	9839	ряда
248-5	9843	9850	Скажите
248-6	9852	9861	профессор
248-7	9863	9867	речь
248-8	9868	9872	идет
248-9	9873	9874	о
248-10	9875	9888	совокуплениях
248-11	9889	9890	с
248-12	9891	9896	одной
248-13	9897	9904	коровой
248-14	9905	9908	или
248-15	9909	9910	с
248-16	9911	9922	двенадцатью
249-0	9926	9927	С
249-1	9928	9939	двенадцатью
249-2	9941	9948	конечно
250-0	9954	9961	Спасибо
250-1	9963	9972	повторите
250-2	9974	9984	пожалуйста
250-3	9985	9988	для
250-4	9989	9996	первого
250-5	9997	10001	ряда
251-0	10007	10022	Командировочный
251-1	10023	10028	хочет
251-2	10029	10035	купить
251-3	10036	10040	жене
251-4	10041	10042	в
251-5	10043	10050	подарок
251-6	10051	10057	лифчик
252-0	10059	10067	Продавец
252-1	10068	10073	хочет
252-2	10074	10080	узнать
252-3	10081	10087	размер
252-4	10091	10093	Hу
252-5	10094	10098	хоть
252-6	10099	10101	бы
252-7	10102	10104	по
252-8	10105	10110	форме
252-9	10112	10115	что
252-10	10116	10119	это
252-11	10121	10127	персик
252-12	10129	10136	яблочко
252-13	10138	10147	маленькая
252-14	10148	10154	дынька
253-0	10158	10161	Уши
253-1	10162	10170	спаниеля
254-0	10176	10181	Вечер
254-1	10182	10183	в
254-2	10184	10195	полицейском
254-3	10196	10203	участке
254-4	10204	10210	Парижа
255-0	10212	10220	Дежурный
255-1	10221	10227	пилкой
255-2	10228	10234	чистит
255-3	10235	10240	ногти
256-0	10242	10249	Вбегает
256-1	10250	10261	полицейский
256-2	10265	10269	Мсье
256-3	10271	10273	на
256-4	10274	10282	бульваре
256-5	10283	10292	Капуцинов
256-6	10294	10305	проститутки
256-7	10306	10313	дерутся
256-8	10314	10315	с
256-9	10316	10327	педерастами
257-0	10329	10337	Дежурный
257-1	10338	10348	продолжает
257-2	10349	10356	чистить
257-3	10357	10362	ногти
257-4	10366	10368	Hу
257-5	10369	10370	и
257-6	10371	10374	как
257-7	10375	10378	там
257-8	10379	10383	наши
258-0	10387	10389	Hа
258-1	10390	10405	железнодорожной
258-2	10406	10412	полосе
258-3	10413	10417	близ
258-4	10418	10424	Парижа
258-5	10425	10432	парочка
258-6	10433	10443	занимается
258-7	10444	10451	любовью
259-0	10453	10465	Приближается
259-1	10466	10474	экспресс
260-0	10476	10484	Машинист
260-1	10486	10492	увидев
260-2	10493	10495	их
260-3	10497	10505	начинает
260-4	10506	10513	истошно
260-5	10514	10523	сигналить
260-6	10525	10526	а
260-7	10527	10532	затем
260-8	10533	10541	включает
260-9	10542	10552	экстренное
260-10	10553	10563	торможение
261-0	10565	10573	Экспресс
261-1	10574	10589	останавливается
261-2	10590	10599	буквально
261-3	10600	10601	в
261-4	10602	10607	метре
261-5	10608	10610	от
261-6	10611	10618	парочки
262-0	10620	10628	Машинист
262-1	10629	10640	выскакивает
262-2	10641	10642	и
262-3	10643	10644	с
262-4	10645	10652	крепкой
262-5	10653	10659	бранью
262-6	10660	10669	подбегает
262-7	10670	10671	к
262-8	10672	10679	парочке
263-0	10681	10682	В
263-1	10683	10686	это
263-2	10687	10692	время
263-3	10693	10700	молодой
263-4	10701	10708	человек
263-5	10709	10720	поднимается
263-6	10721	10732	застегивает
263-7	10733	10738	брюки
263-8	10739	10740	и
263-9	10741	10742	c
263-10	10743	10758	обезоруживающей
263-11	10759	10766	улыбкой
263-12	10767	10774	говорит
263-13	10778	10782	Мсье
263-14	10784	10790	кто-то
263-15	10791	10793	из
263-16	10794	10797	нас
263-17	10798	10804	должен
263-18	10805	10808	был
263-19	10809	10821	остановиться
264-0	10823	10831	Извините
264-1	10833	10834	я
264-2	10835	10837	не
264-3	10838	10841	мог
265-0	10847	10850	Муж
265-1	10851	10863	возвращается
265-2	10864	10869	домой
265-3	10871	10875	жена
265-4	10876	10878	не
265-5	10879	10884	знает
265-6	10886	10890	куда
265-7	10891	10899	спрятать
265-8	10900	10909	любовника
266-0	10911	10912	В
266-1	10913	10922	последний
266-2	10923	10929	момент
266-3	10930	10933	она
266-4	10934	10946	догадывается
266-5	10947	10956	поставить
266-6	10957	10960	его
266-7	10961	10963	на
266-8	10964	10969	кухне
266-9	10970	10971	в
266-10	10972	10976	виде
266-11	10977	10985	античной
266-12	10986	10992	статуи
267-0	10996	10999	Это
267-1	11000	11003	что
268-0	11006	11016	спрашивает
268-1	11017	11020	муж
269-0	11024	11025	Я
269-1	11026	11027	у
269-2	11028	11036	Петровых
269-3	11037	11043	видела
269-4	11044	11045	и
269-5	11046	11050	тоже
269-6	11051	11057	купила
270-0	11059	11065	Сейчас
270-1	11066	11069	это
270-2	11070	11071	в
270-3	11072	11076	моде
271-0	11078	11083	Легли
271-1	11084	11089	спать
271-2	11091	11096	ночью
271-3	11097	11100	муж
271-4	11101	11106	встал
271-5	11108	11113	вышел
271-6	11114	11116	на
271-7	11117	11122	кухню
271-8	11124	11134	приготовил
271-9	11135	11138	чай
271-10	11140	11150	бутерброды
271-11	11151	11152	и
271-12	11153	11161	протянул
271-13	11163	11169	статуе
272-0	11174	11178	Есть
272-1	11179	11181	то
272-2	11182	11188	хочешь
273-0	11192	11195	Ага
274-0	11201	11204	Ешь
274-1	11206	11210	знаю
274-2	11212	11217	когда
274-3	11218	11219	у
274-4	11220	11228	Петровых
274-5	11229	11234	стоял
274-6	11237	11239	ни
274-7	11240	11244	один
274-8	11245	11248	гад
274-9	11249	11251	не
274-10	11252	11263	позаботился
